
Shutdown: Fri, 30 Sep 2022 08:25:45 +0000
Boot-time: Fri, 30 Sep 2022 08:25:46 +0000
Boot-time: Fri, 30 Sep 2022 08:26:04 +0000
Shutdown: Fri, 30 Sep 2022 09:26:30 +0000
Boot-time: Fri, 30 Sep 2022 09:26:31 +0000
Boot-time: Fri, 30 Sep 2022 09:26:48 +0000
Shutdown: Fri, 30 Sep 2022 10:41:15 +0000
Boot-time: Fri, 30 Sep 2022 10:41:16 +0000
Boot-time: Fri, 30 Sep 2022 10:41:33 +0000
Shutdown: Fri, 30 Sep 2022 11:07:17 +0000
Boot-time: Fri, 30 Sep 2022 11:07:18 +0000
Boot-time: Fri, 30 Sep 2022 11:07:34 +0000
Shutdown: Fri, 30 Sep 2022 12:21:23 +0000
Boot-time: Fri, 30 Sep 2022 12:21:24 +0000
Boot-time: Fri, 30 Sep 2022 12:21:40 +0000
Shutdown: Fri, 30 Sep 2022 13:03:14 +0000
Boot-time: Fri, 30 Sep 2022 13:03:14 +0000
Boot-time: Fri, 30 Sep 2022 13:03:32 +0000
Shutdown: Fri, 30 Sep 2022 13:31:42 +0000
Boot-time: Fri, 30 Sep 2022 13:31:43 +0000
Boot-time: Fri, 30 Sep 2022 13:32:00 +0000
Shutdown: Fri, 30 Sep 2022 14:16:24 +0000
Boot-time: Fri, 30 Sep 2022 14:16:25 +0000
Boot-time: Fri, 30 Sep 2022 14:16:42 +0000
Shutdown: Fri, 30 Sep 2022 15:03:56 +0000
Boot-time: Fri, 30 Sep 2022 15:03:57 +0000
Boot-time: Fri, 30 Sep 2022 15:04:13 +0000
Shutdown: Fri, 30 Sep 2022 16:20:29 +0000
Boot-time: Fri, 30 Sep 2022 16:20:30 +0000
Boot-time: Fri, 30 Sep 2022 16:20:46 +0000
Shutdown: Fri, 30 Sep 2022 17:19:44 +0000
Boot-time: Fri, 30 Sep 2022 17:19:45 +0000
Boot-time: Fri, 30 Sep 2022 17:20:02 +0000
Shutdown: Fri, 30 Sep 2022 17:40:46 +0000
Boot-time: Fri, 30 Sep 2022 17:40:46 +0000
Boot-time: Fri, 30 Sep 2022 17:41:03 +0000
Shutdown: Sat, 01 Oct 2022 05:07:36 +0000
Boot-time: Sat, 01 Oct 2022 05:07:37 +0000
Boot-time: Sat, 01 Oct 2022 05:07:52 +0000
Shutdown: Sat, 01 Oct 2022 05:34:09 +0000
Boot-time: Sat, 01 Oct 2022 05:34:10 +0000
Boot-time: Sat, 01 Oct 2022 05:34:26 +0000
Shutdown: Sat, 01 Oct 2022 07:38:12 +0000
Boot-time: Sat, 01 Oct 2022 07:38:13 +0000
Boot-time: Sat, 01 Oct 2022 07:38:30 +0000
Shutdown: Sat, 01 Oct 2022 09:14:36 +0000
Boot-time: Sat, 01 Oct 2022 09:14:37 +0000
Boot-time: Sat, 01 Oct 2022 09:14:53 +0000
Shutdown: Sat, 01 Oct 2022 09:32:43 +0000
Boot-time: Sat, 01 Oct 2022 09:32:44 +0000
Boot-time: Sat, 01 Oct 2022 09:32:59 +0000
Shutdown: Sat, 01 Oct 2022 10:25:49 +0000
Boot-time: Sat, 01 Oct 2022 10:25:49 +0000
Boot-time: Sat, 01 Oct 2022 10:26:06 +0000
Shutdown: Sat, 01 Oct 2022 11:50:36 +0000
Boot-time: Sat, 01 Oct 2022 11:50:37 +0000
Boot-time: Sat, 01 Oct 2022 11:50:54 +0000
Shutdown: Sat, 01 Oct 2022 12:42:28 +0000
Boot-time: Sat, 01 Oct 2022 12:42:29 +0000
Boot-time: Sat, 01 Oct 2022 12:42:47 +0000
Shutdown: Sat, 01 Oct 2022 13:34:56 +0000
Boot-time: Sat, 01 Oct 2022 13:34:57 +0000
Boot-time: Sat, 01 Oct 2022 13:35:14 +0000
Shutdown: Sat, 01 Oct 2022 14:37:41 +0000
Boot-time: Sat, 01 Oct 2022 14:37:42 +0000
Boot-time: Sat, 01 Oct 2022 14:38:00 +0000
Shutdown: Sat, 01 Oct 2022 15:20:24 +0000
Boot-time: Sat, 01 Oct 2022 15:20:25 +0000
Boot-time: Sat, 01 Oct 2022 15:20:41 +0000
Shutdown: Sat, 01 Oct 2022 16:55:41 +0000
Boot-time: Sat, 01 Oct 2022 16:55:41 +0000
Boot-time: Sat, 01 Oct 2022 16:55:59 +0000
Shutdown: Sat, 01 Oct 2022 19:05:55 +0000
Boot-time: Sat, 01 Oct 2022 19:05:55 +0000
Boot-time: Sat, 01 Oct 2022 19:06:13 +0000
Shutdown: Sat, 01 Oct 2022 21:23:06 +0000
Boot-time: Sat, 01 Oct 2022 21:23:06 +0000
Boot-time: Sat, 01 Oct 2022 21:23:24 +0000
Shutdown: Sun, 02 Oct 2022 06:03:42 +0000
Boot-time: Sun, 02 Oct 2022 06:03:42 +0000
Boot-time: Sun, 02 Oct 2022 06:04:00 +0000
Shutdown: Sun, 02 Oct 2022 06:24:48 +0000
Boot-time: Sun, 02 Oct 2022 06:24:49 +0000
Boot-time: Sun, 02 Oct 2022 06:25:06 +0000
Shutdown: Sun, 02 Oct 2022 07:05:24 +0000
Boot-time: Sun, 02 Oct 2022 07:05:24 +0000
Boot-time: Sun, 02 Oct 2022 07:05:42 +0000
Shutdown: Sun, 02 Oct 2022 07:22:39 +0000
Boot-time: Sun, 02 Oct 2022 07:22:40 +0000
Boot-time: Sun, 02 Oct 2022 07:22:58 +0000
Shutdown: Sun, 02 Oct 2022 08:13:37 +0000
Boot-time: Sun, 02 Oct 2022 08:13:38 +0000
Boot-time: Sun, 02 Oct 2022 08:13:55 +0000
Shutdown: Sun, 02 Oct 2022 09:05:17 +0000
Boot-time: Sun, 02 Oct 2022 09:05:18 +0000
Boot-time: Sun, 02 Oct 2022 09:05:35 +0000
Shutdown: Sun, 02 Oct 2022 09:39:16 +0000
Boot-time: Sun, 02 Oct 2022 09:39:16 +0000
Boot-time: Sun, 02 Oct 2022 09:39:34 +0000
Shutdown: Sun, 02 Oct 2022 11:07:09 +0000
Boot-time: Sun, 02 Oct 2022 11:07:10 +0000
Boot-time: Sun, 02 Oct 2022 11:07:27 +0000
Shutdown: Sun, 02 Oct 2022 11:23:38 +0000
Boot-time: Sun, 02 Oct 2022 11:23:39 +0000
Boot-time: Sun, 02 Oct 2022 11:23:57 +0000
Shutdown: Sun, 02 Oct 2022 13:30:40 +0000
Boot-time: Sun, 02 Oct 2022 13:30:41 +0000
Boot-time: Sun, 02 Oct 2022 13:30:59 +0000
Shutdown: Sun, 02 Oct 2022 14:30:19 +0000
Boot-time: Sun, 02 Oct 2022 14:30:20 +0000
Boot-time: Sun, 02 Oct 2022 14:30:37 +0000
Shutdown: Sun, 02 Oct 2022 15:46:02 +0000
Boot-time: Sun, 02 Oct 2022 15:46:02 +0000
Boot-time: Sun, 02 Oct 2022 15:46:21 +0000
Shutdown: Sun, 02 Oct 2022 16:24:58 +0000
Boot-time: Sun, 02 Oct 2022 16:24:59 +0000
Boot-time: Sun, 02 Oct 2022 16:25:15 +0000
Shutdown: Sun, 02 Oct 2022 16:51:35 +0000
Boot-time: Sun, 02 Oct 2022 16:51:36 +0000
Boot-time: Sun, 02 Oct 2022 16:51:53 +0000
Shutdown: Sun, 02 Oct 2022 17:27:50 +0000
Boot-time: Sun, 02 Oct 2022 17:27:51 +0000
Boot-time: Sun, 02 Oct 2022 17:28:08 +0000
Shutdown: Sun, 02 Oct 2022 21:15:04 +0000
Boot-time: Sun, 02 Oct 2022 21:15:05 +0000
Boot-time: Sun, 02 Oct 2022 21:15:23 +0000
Shutdown: Sun, 02 Oct 2022 22:24:10 +0000
Boot-time: Sun, 02 Oct 2022 22:24:11 +0000
Boot-time: Sun, 02 Oct 2022 22:24:29 +0000
Shutdown: Mon, 03 Oct 2022 05:28:17 +0000
Boot-time: Mon, 03 Oct 2022 05:28:18 +0000
Boot-time: Mon, 03 Oct 2022 05:28:35 +0000
Shutdown: Mon, 03 Oct 2022 06:34:52 +0000
Boot-time: Mon, 03 Oct 2022 06:34:53 +0000
Boot-time: Mon, 03 Oct 2022 06:35:10 +0000
Shutdown: Mon, 03 Oct 2022 07:28:40 +0000
Boot-time: Mon, 03 Oct 2022 07:28:41 +0000
Boot-time: Mon, 03 Oct 2022 07:28:59 +0000
Shutdown: Mon, 03 Oct 2022 09:17:02 +0000
Boot-time: Mon, 03 Oct 2022 09:17:03 +0000
Boot-time: Mon, 03 Oct 2022 09:17:21 +0000
Shutdown: Mon, 03 Oct 2022 10:51:52 +0000
Boot-time: Mon, 03 Oct 2022 10:51:53 +0000
Boot-time: Mon, 03 Oct 2022 10:52:11 +0000
Shutdown: Mon, 03 Oct 2022 11:17:39 +0000
Boot-time: Mon, 03 Oct 2022 11:17:40 +0000
Boot-time: Mon, 03 Oct 2022 11:17:56 +0000
Shutdown: Mon, 03 Oct 2022 12:01:08 +0000
Boot-time: Mon, 03 Oct 2022 12:01:09 +0000
Boot-time: Mon, 03 Oct 2022 12:01:26 +0000
Shutdown: Mon, 03 Oct 2022 12:29:59 +0000
Boot-time: Mon, 03 Oct 2022 12:30:00 +0000
Boot-time: Mon, 03 Oct 2022 12:30:17 +0000
Shutdown: Mon, 03 Oct 2022 13:14:01 +0000
Boot-time: Mon, 03 Oct 2022 13:14:02 +0000
Boot-time: Mon, 03 Oct 2022 13:14:19 +0000
Shutdown: Mon, 03 Oct 2022 14:29:51 +0000
Boot-time: Mon, 03 Oct 2022 14:29:52 +0000
Boot-time: Mon, 03 Oct 2022 14:30:09 +0000
Shutdown: Mon, 03 Oct 2022 15:19:46 +0000
Boot-time: Mon, 03 Oct 2022 15:19:47 +0000
Boot-time: Mon, 03 Oct 2022 15:20:05 +0000
Shutdown: Mon, 03 Oct 2022 17:46:18 +0000
Boot-time: Mon, 03 Oct 2022 17:46:20 +0000
Boot-time: Mon, 03 Oct 2022 17:46:37 +0000
Shutdown: Mon, 03 Oct 2022 19:06:16 +0000
Boot-time: Mon, 03 Oct 2022 19:06:17 +0000
Boot-time: Mon, 03 Oct 2022 19:06:34 +0000
Shutdown: Mon, 03 Oct 2022 21:48:06 +0000
Boot-time: Mon, 03 Oct 2022 21:48:07 +0000
Boot-time: Mon, 03 Oct 2022 21:48:26 +0000
Shutdown: Tue, 04 Oct 2022 04:48:42 +0000
Boot-time: Tue, 04 Oct 2022 04:48:43 +0000
Boot-time: Tue, 04 Oct 2022 04:49:01 +0000
Shutdown: Tue, 04 Oct 2022 05:06:16 +0000
Boot-time: Tue, 04 Oct 2022 05:06:17 +0000
Boot-time: Tue, 04 Oct 2022 05:06:34 +0000
Shutdown: Tue, 04 Oct 2022 06:12:27 +0000
Boot-time: Tue, 04 Oct 2022 06:12:27 +0000
Boot-time: Tue, 04 Oct 2022 06:12:44 +0000
Shutdown: Tue, 04 Oct 2022 06:34:06 +0000
Boot-time: Tue, 04 Oct 2022 06:34:07 +0000
Boot-time: Tue, 04 Oct 2022 06:34:24 +0000
Shutdown: Tue, 04 Oct 2022 07:24:06 +0000
Boot-time: Tue, 04 Oct 2022 07:24:06 +0000
Boot-time: Tue, 04 Oct 2022 07:24:24 +0000
Shutdown: Tue, 04 Oct 2022 08:27:57 +0000
Boot-time: Tue, 04 Oct 2022 08:27:57 +0000
Boot-time: Tue, 04 Oct 2022 08:28:15 +0000
Shutdown: Tue, 04 Oct 2022 10:27:15 +0000
Boot-time: Tue, 04 Oct 2022 10:27:17 +0000
Boot-time: Tue, 04 Oct 2022 10:27:34 +0000
Shutdown: Tue, 04 Oct 2022 11:19:07 +0000
Boot-time: Tue, 04 Oct 2022 11:19:07 +0000
Boot-time: Tue, 04 Oct 2022 11:19:25 +0000
Shutdown: Tue, 04 Oct 2022 12:06:25 +0000
Boot-time: Tue, 04 Oct 2022 12:06:26 +0000
Boot-time: Tue, 04 Oct 2022 12:06:44 +0000
Shutdown: Tue, 04 Oct 2022 13:18:20 +0000
Boot-time: Tue, 04 Oct 2022 13:18:21 +0000
Boot-time: Tue, 04 Oct 2022 13:18:37 +0000
Shutdown: Tue, 04 Oct 2022 14:13:02 +0000
Boot-time: Tue, 04 Oct 2022 14:13:02 +0000
Boot-time: Tue, 04 Oct 2022 14:13:20 +0000
Shutdown: Tue, 04 Oct 2022 14:37:27 +0000
Boot-time: Tue, 04 Oct 2022 14:37:28 +0000
Boot-time: Tue, 04 Oct 2022 14:37:46 +0000
Shutdown: Tue, 04 Oct 2022 16:02:19 +0000
Boot-time: Tue, 04 Oct 2022 16:02:20 +0000
Boot-time: Tue, 04 Oct 2022 16:02:36 +0000
Shutdown: Tue, 04 Oct 2022 16:35:37 +0000
Boot-time: Tue, 04 Oct 2022 16:35:38 +0000
Boot-time: Tue, 04 Oct 2022 16:35:55 +0000
Shutdown: Tue, 04 Oct 2022 17:36:37 +0000
Boot-time: Tue, 04 Oct 2022 17:36:38 +0000
Boot-time: Tue, 04 Oct 2022 17:36:55 +0000
Shutdown: Tue, 04 Oct 2022 19:08:29 +0000
Boot-time: Tue, 04 Oct 2022 19:08:30 +0000
Boot-time: Tue, 04 Oct 2022 19:08:48 +0000
Shutdown: Wed, 05 Oct 2022 06:12:03 +0000
Boot-time: Wed, 05 Oct 2022 06:12:04 +0000
Boot-time: Wed, 05 Oct 2022 06:12:20 +0000
Shutdown: Wed, 05 Oct 2022 06:46:41 +0000
Boot-time: Wed, 05 Oct 2022 06:46:41 +0000
Boot-time: Wed, 05 Oct 2022 06:46:59 +0000
Shutdown: Wed, 05 Oct 2022 08:50:53 +0000
Boot-time: Wed, 05 Oct 2022 08:50:54 +0000
Boot-time: Wed, 05 Oct 2022 08:51:11 +0000
Shutdown: Wed, 05 Oct 2022 09:51:11 +0000
Boot-time: Wed, 05 Oct 2022 09:51:12 +0000
Boot-time: Wed, 05 Oct 2022 09:51:32 +0000
Shutdown: Wed, 05 Oct 2022 11:12:33 +0000
Boot-time: Wed, 05 Oct 2022 11:12:34 +0000
Boot-time: Wed, 05 Oct 2022 11:12:51 +0000
Shutdown: Wed, 05 Oct 2022 12:53:03 +0000
Boot-time: Wed, 05 Oct 2022 12:53:03 +0000
Boot-time: Wed, 05 Oct 2022 12:53:20 +0000
Shutdown: Wed, 05 Oct 2022 13:32:17 +0000
Boot-time: Wed, 05 Oct 2022 13:32:18 +0000
Boot-time: Wed, 05 Oct 2022 13:32:36 +0000
Shutdown: Wed, 05 Oct 2022 15:36:53 +0000
Boot-time: Wed, 05 Oct 2022 15:36:54 +0000
Boot-time: Wed, 05 Oct 2022 15:37:11 +0000
Shutdown: Wed, 05 Oct 2022 16:37:41 +0000
Boot-time: Wed, 05 Oct 2022 16:37:42 +0000
Boot-time: Wed, 05 Oct 2022 16:37:58 +0000
Shutdown: Wed, 05 Oct 2022 17:13:32 +0000
Boot-time: Wed, 05 Oct 2022 17:13:33 +0000
Boot-time: Wed, 05 Oct 2022 17:13:51 +0000
Shutdown: Wed, 05 Oct 2022 17:41:42 +0000
Boot-time: Wed, 05 Oct 2022 17:41:43 +0000
Boot-time: Wed, 05 Oct 2022 17:42:00 +0000
Shutdown: Wed, 05 Oct 2022 18:00:53 +0000
Boot-time: Wed, 05 Oct 2022 18:00:54 +0000
Boot-time: Wed, 05 Oct 2022 18:01:12 +0000
Shutdown: Wed, 05 Oct 2022 22:55:50 +0000
Boot-time: Wed, 05 Oct 2022 22:55:51 +0000
Boot-time: Wed, 05 Oct 2022 22:56:08 +0000
Shutdown: Thu, 06 Oct 2022 05:32:18 +0000
Boot-time: Thu, 06 Oct 2022 05:32:19 +0000
Boot-time: Thu, 06 Oct 2022 05:32:36 +0000
Shutdown: Thu, 06 Oct 2022 06:12:16 +0000
Boot-time: Thu, 06 Oct 2022 06:12:17 +0000
Boot-time: Thu, 06 Oct 2022 06:12:34 +0000
Shutdown: Thu, 06 Oct 2022 07:18:51 +0000
Boot-time: Thu, 06 Oct 2022 07:18:52 +0000
Boot-time: Thu, 06 Oct 2022 07:19:10 +0000
Shutdown: Thu, 06 Oct 2022 07:56:41 +0000
Boot-time: Thu, 06 Oct 2022 07:56:42 +0000
Boot-time: Thu, 06 Oct 2022 07:56:59 +0000
Shutdown: Thu, 06 Oct 2022 09:29:10 +0000
Boot-time: Thu, 06 Oct 2022 09:29:11 +0000
Boot-time: Thu, 06 Oct 2022 09:29:28 +0000
Shutdown: Thu, 06 Oct 2022 09:47:09 +0000
Boot-time: Thu, 06 Oct 2022 09:47:10 +0000
Boot-time: Thu, 06 Oct 2022 09:47:27 +0000
Shutdown: Thu, 06 Oct 2022 10:25:03 +0000
Boot-time: Thu, 06 Oct 2022 10:25:04 +0000
Boot-time: Thu, 06 Oct 2022 10:25:21 +0000
Shutdown: Thu, 06 Oct 2022 11:03:09 +0000
Boot-time: Thu, 06 Oct 2022 11:03:10 +0000
Boot-time: Thu, 06 Oct 2022 11:03:27 +0000
Shutdown: Thu, 06 Oct 2022 11:36:05 +0000
Boot-time: Thu, 06 Oct 2022 11:36:06 +0000
Boot-time: Thu, 06 Oct 2022 11:36:23 +0000
Shutdown: Thu, 06 Oct 2022 12:14:38 +0000
Boot-time: Thu, 06 Oct 2022 12:14:39 +0000
Boot-time: Thu, 06 Oct 2022 12:14:55 +0000
Shutdown: Thu, 06 Oct 2022 12:50:59 +0000
Boot-time: Thu, 06 Oct 2022 12:51:00 +0000
Boot-time: Thu, 06 Oct 2022 12:51:16 +0000
Shutdown: Thu, 06 Oct 2022 13:41:32 +0000
Boot-time: Thu, 06 Oct 2022 13:41:33 +0000
Boot-time: Thu, 06 Oct 2022 13:41:50 +0000
Shutdown: Thu, 06 Oct 2022 15:15:41 +0000
Boot-time: Thu, 06 Oct 2022 15:15:42 +0000
Boot-time: Thu, 06 Oct 2022 15:15:59 +0000
Shutdown: Thu, 06 Oct 2022 16:04:00 +0000
Boot-time: Thu, 06 Oct 2022 16:04:01 +0000
Boot-time: Thu, 06 Oct 2022 16:04:18 +0000
Shutdown: Thu, 06 Oct 2022 17:05:27 +0000
Boot-time: Thu, 06 Oct 2022 17:05:28 +0000
Boot-time: Thu, 06 Oct 2022 17:05:46 +0000
Shutdown: Thu, 06 Oct 2022 17:30:39 +0000
Boot-time: Thu, 06 Oct 2022 17:30:40 +0000
Boot-time: Thu, 06 Oct 2022 17:30:58 +0000
Shutdown: Thu, 06 Oct 2022 18:12:52 +0000
Boot-time: Thu, 06 Oct 2022 18:12:53 +0000
Boot-time: Thu, 06 Oct 2022 18:13:10 +0000
Shutdown: Thu, 06 Oct 2022 19:53:26 +0000
Boot-time: Thu, 06 Oct 2022 19:53:27 +0000
Boot-time: Thu, 06 Oct 2022 19:53:44 +0000
Shutdown: Fri, 07 Oct 2022 05:13:04 +0000
Boot-time: Fri, 07 Oct 2022 05:13:05 +0000
Boot-time: Fri, 07 Oct 2022 05:13:22 +0000
Shutdown: Fri, 07 Oct 2022 06:12:26 +0000
Boot-time: Fri, 07 Oct 2022 06:12:27 +0000
Boot-time: Fri, 07 Oct 2022 06:12:44 +0000
Shutdown: Fri, 07 Oct 2022 06:57:32 +0000
Boot-time: Fri, 07 Oct 2022 06:57:33 +0000
Boot-time: Fri, 07 Oct 2022 06:57:50 +0000
Shutdown: Fri, 07 Oct 2022 07:42:26 +0000
Boot-time: Fri, 07 Oct 2022 07:42:27 +0000
Boot-time: Fri, 07 Oct 2022 07:42:45 +0000
Shutdown: Fri, 07 Oct 2022 08:12:05 +0000
Boot-time: Fri, 07 Oct 2022 08:12:06 +0000
Boot-time: Fri, 07 Oct 2022 08:12:24 +0000
Shutdown: Fri, 07 Oct 2022 09:34:06 +0000
Boot-time: Fri, 07 Oct 2022 09:34:07 +0000
Boot-time: Fri, 07 Oct 2022 09:34:25 +0000
Shutdown: Fri, 07 Oct 2022 10:08:14 +0000
Boot-time: Fri, 07 Oct 2022 10:08:15 +0000
Boot-time: Fri, 07 Oct 2022 10:08:33 +0000
Shutdown: Fri, 07 Oct 2022 11:19:25 +0000
Boot-time: Fri, 07 Oct 2022 11:19:25 +0000
Boot-time: Fri, 07 Oct 2022 11:19:43 +0000
Shutdown: Fri, 07 Oct 2022 11:37:17 +0000
Boot-time: Fri, 07 Oct 2022 11:37:18 +0000
Boot-time: Fri, 07 Oct 2022 11:37:36 +0000
Shutdown: Fri, 07 Oct 2022 12:39:28 +0000
Boot-time: Fri, 07 Oct 2022 12:39:28 +0000
Boot-time: Fri, 07 Oct 2022 12:39:46 +0000
Shutdown: Fri, 07 Oct 2022 13:58:48 +0000
Boot-time: Fri, 07 Oct 2022 13:58:49 +0000
Boot-time: Fri, 07 Oct 2022 13:59:06 +0000
Shutdown: Fri, 07 Oct 2022 14:57:53 +0000
Boot-time: Fri, 07 Oct 2022 14:57:53 +0000
Boot-time: Fri, 07 Oct 2022 14:58:11 +0000
Shutdown: Fri, 07 Oct 2022 15:50:53 +0000
Boot-time: Fri, 07 Oct 2022 15:50:53 +0000
Boot-time: Fri, 07 Oct 2022 15:51:12 +0000
Shutdown: Fri, 07 Oct 2022 16:35:18 +0000
Boot-time: Fri, 07 Oct 2022 16:35:19 +0000
Boot-time: Fri, 07 Oct 2022 16:35:34 +0000
Shutdown: Fri, 07 Oct 2022 17:31:07 +0000
Boot-time: Fri, 07 Oct 2022 17:31:08 +0000
Boot-time: Fri, 07 Oct 2022 17:31:25 +0000
Shutdown: Fri, 07 Oct 2022 18:29:45 +0000
Boot-time: Fri, 07 Oct 2022 18:29:46 +0000
Boot-time: Fri, 07 Oct 2022 18:30:03 +0000
Shutdown: Fri, 07 Oct 2022 21:04:55 +0000
Boot-time: Fri, 07 Oct 2022 21:04:56 +0000
Boot-time: Fri, 07 Oct 2022 21:05:13 +0000
Shutdown: Sat, 08 Oct 2022 00:16:35 +0000
Boot-time: Sat, 08 Oct 2022 00:16:35 +0000
Boot-time: Sat, 08 Oct 2022 00:16:53 +0000
Shutdown: Sat, 08 Oct 2022 01:43:10 +0000
Boot-time: Sat, 08 Oct 2022 01:43:11 +0000
Boot-time: Sat, 08 Oct 2022 01:43:28 +0000
Shutdown: Sat, 08 Oct 2022 05:15:02 +0000
Boot-time: Sat, 08 Oct 2022 05:15:02 +0000
Boot-time: Sat, 08 Oct 2022 05:15:20 +0000
Shutdown: Sat, 08 Oct 2022 06:11:48 +0000
Boot-time: Sat, 08 Oct 2022 06:11:49 +0000
Boot-time: Sat, 08 Oct 2022 06:12:07 +0000
Shutdown: Sat, 08 Oct 2022 06:58:58 +0000
Boot-time: Sat, 08 Oct 2022 06:58:59 +0000
Boot-time: Sat, 08 Oct 2022 06:59:17 +0000
Shutdown: Sat, 08 Oct 2022 08:56:08 +0000
Boot-time: Sat, 08 Oct 2022 08:56:09 +0000
Boot-time: Sat, 08 Oct 2022 08:56:26 +0000
Shutdown: Sat, 08 Oct 2022 09:37:17 +0000
Boot-time: Sat, 08 Oct 2022 09:37:18 +0000
Boot-time: Sat, 08 Oct 2022 09:37:35 +0000
Shutdown: Sat, 08 Oct 2022 11:04:26 +0000
Boot-time: Sat, 08 Oct 2022 11:04:27 +0000
Boot-time: Sat, 08 Oct 2022 11:04:43 +0000
Shutdown: Sat, 08 Oct 2022 11:53:05 +0000
Boot-time: Sat, 08 Oct 2022 11:53:06 +0000
Boot-time: Sat, 08 Oct 2022 11:53:23 +0000
Shutdown: Sat, 08 Oct 2022 12:09:06 +0000
Boot-time: Sat, 08 Oct 2022 12:09:07 +0000
Boot-time: Sat, 08 Oct 2022 12:09:24 +0000
Shutdown: Sat, 08 Oct 2022 12:38:06 +0000
Boot-time: Sat, 08 Oct 2022 12:38:07 +0000
Boot-time: Sat, 08 Oct 2022 12:38:24 +0000
Shutdown: Sat, 08 Oct 2022 13:47:43 +0000
Boot-time: Sat, 08 Oct 2022 13:47:44 +0000
Boot-time: Sat, 08 Oct 2022 13:48:01 +0000
Shutdown: Sat, 08 Oct 2022 14:09:29 +0000
Boot-time: Sat, 08 Oct 2022 14:09:30 +0000
Boot-time: Sat, 08 Oct 2022 14:09:47 +0000
Shutdown: Sat, 08 Oct 2022 14:51:32 +0000
Boot-time: Sat, 08 Oct 2022 14:51:33 +0000
Boot-time: Sat, 08 Oct 2022 14:51:51 +0000
Shutdown: Sat, 08 Oct 2022 16:15:56 +0000
Boot-time: Sat, 08 Oct 2022 16:15:57 +0000
Boot-time: Sat, 08 Oct 2022 16:16:14 +0000
Shutdown: Sat, 08 Oct 2022 16:41:11 +0000
Boot-time: Sat, 08 Oct 2022 16:41:12 +0000
Boot-time: Sat, 08 Oct 2022 16:41:30 +0000
Shutdown: Sun, 09 Oct 2022 00:07:32 +0000
Boot-time: Sun, 09 Oct 2022 00:07:33 +0000
Boot-time: Sun, 09 Oct 2022 00:07:51 +0000
